county,name,address,city,zip,joinedAddress,GMcoordinates
Putnam,Confidence Elementary,Hc Box 163 ,Red House,25168,"Hc Box 163 , Red House, WV, 25168",
Putnam,Winfield High School,3022 Winfield Road ,Winfield,25213,"3022 Winfield Road , Winfield, WV, 25213","-81.8782689, 38.538443"
Putnam,Scott Teays Elementary,4308 Teays Valley Road ,Scott Depot,25560,"4308 Teays Valley Road , Scott Depot, WV, 25560","-81.910465, 38.448205"
Putnam,Hurricane High School,3350 Teays Valley Road ,Hurricane,25526,"3350 Teays Valley Road , Hurricane, WV, 25526","-82.0058466, 38.437667"
Putnam,Poca Elementary,P.o. Box 430 Route 62 South,Poca,25159,"P.o. Box 430 Route 62 South, Poca, WV, 25159","-81.81417549999999, 38.4722971"
Putnam,Winfield Middle School,3280 Winfield Road ,Winfield,25213,"3280 Winfield Road , Winfield, WV, 25213","-81.8889311, 38.5353507"
Putnam,Hurricane Town Elementary,300 Harbour Lane ,Hurricane,25526,"300 Harbour Lane , Hurricane, WV, 25526","-82.0307521, 38.4241492"
Putnam,Hurricane Middle,518 Midland Trail ,Hurricane,25526,"518 Midland Trail , Hurricane, WV, 25526","-82.0192376, 38.4282373"
Putnam,George Washington Elementary School,P.o. Box 680 Route 62 North,Eleanor,25070,"P.o. Box 680 Route 62 North, Eleanor, WV, 25070","-81.92128480000001, 38.5334092"
Putnam,Mountain View Elementary School,3967 Teays Valley Road ,Hurricane,25526,"3967 Teays Valley Road , Hurricane, WV, 25526","-81.9429476, 38.4470558"
Putnam,Conner Street Elementary,445 Conner Street ,Hurricane,25526,"445 Conner Street , Hurricane, WV, 25526","-82.0221768, 38.4346469"
Putnam,Putnam Career & Technical Center,P.o. Box 640 300 Roosevelt Bldv,Eleanor,25070,"P.o. Box 640 300 Roosevelt Bldv, Eleanor, WV, 25070","-81.9235564, 38.5349716"
Putnam,West Teays Elementary,3676 Teays Vly Road ,Hurricane,25526,"3676 Teays Vly Road , Hurricane, WV, 25526","-81.9728282, 38.4463223"
Putnam,Buffalo Elementary School,"Rt. 2, Box 93 ",Buffalo,25033,"Rt. 2, Box 93 , Buffalo, WV, 25033",
Putnam,Poca High School,"Rt. 1, Box 5b ",Poca,25159,"Rt. 1, Box 5b , Poca, WV, 25159",
Putnam,Rock Branch Elementary,4616 1st Avenue ,Nitro,25143,"4616 1st Avenue , Nitro, WV, 25143","-81.8191105, 38.4476357"
Putnam,Buffalo High School,3317 Buffalo Road ,Buffalo,25033,"3317 Buffalo Road , Buffalo, WV, 25033","-81.99157819999999, 38.6057368"
Putnam,Lakeside Elementary,2550 Us Rt 60 ,Hurricane,25526,"2550 Us Rt 60 , Hurricane, WV, 25526","-82.00676220000001, 38.4126564"
Raleigh,Bradley Elementary School,210 Bradley School Road ,Mt Hope,25880,"210 Bradley School Road , Mt Hope, WV, 25880","-81.193389, 37.847952"
Raleigh,Park Middle School,212 Park Avenue ,Beckley,25801,"212 Park Avenue , Beckley, WV, 25801","-81.191154, 37.771575"
Raleigh,Hollywood Elementary,Po Box 7 ,Macarthur,25873,"Po Box 7 , Macarthur, WV, 25873","-81.2546366, 37.6987948"
Raleigh,Raleigh-Boone Technical Center,11823 Coal River Road ,Whitesville,25209,"11823 Coal River Road , Whitesville, WV, 25209","-81.5350867, 37.9583058"
Raleigh,Beckley Elementary,399 Gray Flats Road ,Beckley,25801,"399 Gray Flats Road , Beckley, WV, 25801","-81.15519599999999, 37.7832277"
Raleigh,Fairdale Elementary School,Po Box 10 ,Fairdale,25839,"Po Box 10 , Fairdale, WV, 25839","-81.3673719, 37.7827025"
Raleigh,Woodrow Wilson High School,400 Stanaford Road ,Beckley,25801,"400 Stanaford Road , Beckley, WV, 25801","-81.16825469999999, 37.8002154"
Raleigh,Marsh Fork Elementary,5690 Coal River Road ,Naoma,25174,"5690 Coal River Road , Naoma, WV, 25174","-81.4519565, 37.8482081"
Raleigh,Crescent Elementary,205 Crescent Road ,Beckley,25801,"205 Crescent Road , Beckley, WV, 25801","-81.2100044, 37.7873688"
Raleigh,Liberty High School,Po Box 265 ,Glen Daniel,25844,"Po Box 265 , Glen Daniel, WV, 25844","-81.3729372, 37.7998421"
Raleigh,Shady Spring Elementary,Po Box 2009 ,Shady Spring,25918,"Po Box 2009 , Shady Spring, WV, 25918","-81.0942426, 37.7040935"
Raleigh,Crab Orchard Elementary,Po Box 727 Rt 16,Crab Orchard,25827,"Po Box 727 Rt 16, Crab Orchard, WV, 25827","-81.2405784, 37.7182976"
Raleigh,Beckley-Stratton Middle School,401 Gray Flats Road ,Beckley,25801,"401 Gray Flats Road , Beckley, WV, 25801","-81.155153, 37.784953"
Raleigh,Maxwell Hill Elementary,1001 Maxwell Hill Road ,Beckley,25801,"1001 Maxwell Hill Road , Beckley, WV, 25801","-81.197519, 37.807839"
Raleigh,Clear Fork District Elementary,P.o. Box 127 ,Clear Creek,25044,"P.o. Box 127 , Clear Creek, WV, 25044","-81.3234382, 37.9067915"
Raleigh,Shady Spring Middle School,500 Flat Top Road ,Shady Spring,25918,"500 Flat Top Road , Shady Spring, WV, 25918","-81.1026262, 37.6938945"
Raleigh,Lester Elementary,Box 727 ,Lester,25865,"Box 727 , Lester, WV, 25865",
Raleigh,Trap Hill Middle School,665 Coal River Road ,Glen Daniel,25844,"665 Coal River Road , Glen Daniel, WV, 25844","-81.336454, 37.794213"
Raleigh,Ghent Elementary,Po Box 350 ,Ghent,25843,"Po Box 350 , Ghent, WV, 25843",
Raleigh,Academy Of Careers And Technology,390 Stanaford Road ,Beckley,25801,"390 Stanaford Road , Beckley, WV, 25801","-81.1685098, 37.7999083"
Raleigh,Stratton Elementary,1129 South Fayette Street ,Beckley,25801,"1129 South Fayette Street , Beckley, WV, 25801","-81.17383699999999, 37.766447"
Raleigh,Daniels Elementary,Box 689 4-H Lake Road,Daniels,25832,"Box 689 4-H Lake Road, Daniels, WV, 25832",
Raleigh,Shady Spring High,Po Box 2001 ,Shady Spring,25918,"Po Box 2001 , Shady Spring, WV, 25918","-81.0942426, 37.7040935"
Raleigh,Sophia-Soak Creek Elementary,Po Box 487 ,Sophia,25921,"Po Box 487 , Sophia, WV, 25921","-81.2477531, 37.7101555"
Raleigh,Cranberry-Prosperity Elementary,4575 Robert C Byrd Dr ,Beckley,25801,"4575 Robert C Byrd Dr , Beckley, WV, 25801","-81.191169, 37.82106"
Raleigh,Independence High School,Po Box 1595 ,Coal City,25823,"Po Box 1595 , Coal City, WV, 25823","-81.21823309999999, 37.68671560000001"
Raleigh,Stanaford Elementary School,950 Stanaford Road ,Beckley,25801,"950 Stanaford Road , Beckley, WV, 25801","-81.15391699999999, 37.812429"
Raleigh,Coal City Elementary,Po Box 1240 ,Coal City,25823,"Po Box 1240 , Coal City, WV, 25823",
Raleigh,Independence Middle School,Po Box 1171 ,Sophia,25921,"Po Box 1171 , Sophia, WV, 25921","-81.2477531, 37.7101555"
Raleigh,Mabscott Elementary,Box 174 ,Mabscott,25871,"Box 174 , Mabscott, WV, 25871",
Randolph,Elkins Middle School,308 Robert E. Lee Avenue ,Elkins,26241,"308 Robert E. Lee Avenue , Elkins, WV, 26241","-79.8634874, 38.92719690000001"
Randolph,Coalton Elementary School,P.o. Box 129 ,Coalton,26257,"P.o. Box 129 , Coalton, WV, 26257",
Randolph,North Elementary School,"Route 2, Box 320 ",Elkins,26241,"Route 2, Box 320 , Elkins, WV, 26241","-80.2320276, 38.9939872"
Randolph,Homestead Elementary School,P.o. Box 158 ,Dailey,26259,"P.o. Box 158 , Dailey, WV, 26259","-79.8990273, 38.7965659"
Randolph,Elkins Third Ward Elementary School,111 Nathan Street ,Elkins,26241,"111 Nathan Street , Elkins, WV, 26241","-79.8665769, 38.9336861"
Randolph,Randolph County Alternative Center,40 11th Street ,Elkins,26241,"40 11th Street , Elkins, WV, 26241","-79.8517502, 38.9194273"
Randolph,Beverly Elementary School,P.o. Box 209 ,Beverly,26253,"P.o. Box 209 , Beverly, WV, 26253",
Randolph,Tygarts Valley Middle/High School,10189 Seneca Trail,Mill Creek,26280,"10189 Seneca Trail, Mill Creek, WV, 26280","-79.9571776, 38.7535686"
Randolph,Harman Elementary/High School,Po Box 130 ,Harman,26270,"Po Box 130 , Harman, WV, 26270",
Randolph,Valley Head Elementary School,General Delivery ,Valley Head,26294,"General Delivery , Valley Head, WV, 26294",
Randolph,Midland Elementary School,150 Kennedy Drive ,Elkins,26241,"150 Kennedy Drive , Elkins, WV, 26241","-79.8479268, 38.8913564"
Randolph,George Ward Elementary School,P.o. Box 278 ,Mill Creek,26280,"P.o. Box 278 , Mill Creek, WV, 26280","-79.970507, 38.7290538"
Randolph,Randolph Technical Center,200 Kennedy Drive ,Elkins,26241,"200 Kennedy Drive , Elkins, WV, 26241","-79.8526851, 38.9431518"
Randolph,Jennings Randolph Elementary School,101 Scott Ford Road ,Elkins,26241,"101 Scott Ford Road , Elkins, WV, 26241","-79.8600443, 38.9131621"
Randolph,Elkins High School,100 Kennedy Drive ,Elkins,26241,"100 Kennedy Drive , Elkins, WV, 26241","-79.8479268, 38.8913564"
Randolph,Pickens Elementary/High School,One Panther Place ,Pickens,26230,"One Panther Place , Pickens, WV, 26230","-80.21465239999999, 38.6495602"
Ritchie,Ritchie County High School,107 Ritchie County School Rd ,Ellenboro,26346,"107 Ritchie County School Rd , Ellenboro, WV, 26346","-81.06347, 39.262663"
Ritchie,Smithville Elementary,P O Box 30 ,Smithville,26178,"P O Box 30 , Smithville, WV, 26178","-80.9539475, 39.0626312"
Ritchie,Harrisville Elementary,1201 E Main Street ,Harrisville,26362,"1201 E Main Street , Harrisville, WV, 26362","-81.044167, 39.213475"
Ritchie,Ritchie County Middle,105 Ritchie County School Rd ,Ellenboro,26346,"105 Ritchie County School Rd , Ellenboro, WV, 26346","-81.0641006, 39.2626941"
Ritchie,Creed Collins Elementary,512 Collins Avenue ,Pennsboro,26415,"512 Collins Avenue , Pennsboro, WV, 26415","-80.97206229999999, 39.286057"
Ritchie,Ellenboro Elementary,P O Box 219 ,Ellenboro,26346,"P O Box 219 , Ellenboro, WV, 26346",
Roane,Roane-Jackson Technical Center,9450 Spencer Rd,Leroy,25252,"9450 Spencer Rd, Leroy, WV, 25252","-81.561241, 38.822323"
Roane,Spencer Middle School,102 Chapman Avenue ,Spencer,25276,"102 Chapman Avenue , Spencer, WV, 25276","-81.35303189999999, 38.8048358"
Roane,Spencer Elementary School,85 Clay Road ,Spencer,25276,"85 Clay Road , Spencer, WV, 25276","-81.3501871, 38.79167990000001"
Roane,Geary Elementary School,P O Box 89 ,Left Hand,25251,"P O Box 89 , Left Hand, WV, 25251","-81.2353612, 38.6121233"
Roane,Roane County High,One Raider Way ,Spencer,25276,"One Raider Way , Spencer, WV, 25276","-81.3658834, 38.7738286"
Roane,Walton Elementary/Middle School,90 School Drive ,Walton,25286,"90 School Drive , Walton, WV, 25286","-81.40059769999999, 38.6338939"
Roane,Reedy Elementary School,Roosevelt St ,Reedy,25270,"Roosevelt St , Reedy, WV, 25270","-81.4287323, 38.9010358"
Summers,Grads, ,,0,,
Summers,Jumping Branch Elementary School,P O  Box 9 ,Jumping Branch,25969,"P O  Box 9 , Jumping Branch, WV, 25969","-80.9760556, 37.6856403"
Summers,Talcott Elementary School,P O  Box 140 ,Talcott,24981,"P O  Box 140 , Talcott, WV, 24981","-80.7542478, 37.6515095"
Summers,Summers County High School,One Bobcat Drive ,Hinton,25951,"One Bobcat Drive , Hinton, WV, 25951","-80.8881048, 37.7067055"
Summers,Summers Middle School,400 Temple St ,Hinton,25951,"400 Temple St , Hinton, WV, 25951","-80.88836409999999, 37.6745007"
Summers,Hinton Area Elementary School,121 Park Avenue ,Hinton,25951,"121 Park Avenue , Hinton, WV, 25951","-80.8915339, 37.670299"
Taylor,Anna Jarvis Elementary School,650 N. Pike Street ,Grafton,26354,"650 N. Pike Street , Grafton, WV, 26354","-80.0189517, 39.3474382"
Taylor,Taylor County Vocational Center,115 Luby St ,Grafton,26354,"115 Luby St , Grafton, WV, 26354","-80.033484, 39.3380085"
Taylor,Taylor County Middle School,"Rt. 2, Box 148a ",Grafton,26354,"Rt. 2, Box 148a , Grafton, WV, 26354",
Taylor,Flemington Elementary School,824 Simpson Rd,Flemington,26347,"824 Simpson Rd, Flemington, WV, 26347","-80.118652, 39.266854"
Taylor,Grafton High School,400 Riverside Drive ,Grafton,26354,"400 Riverside Drive , Grafton, WV, 26354","-80.0307385, 39.3395637"
Taylor,West Taylor Elementary School,200 Morrow Cross Rd,Flemington,26347,"200 Morrow Cross Rd, Flemington, WV, 26347","-80.153335, 39.322542"
Tucker,Tucker Valley Elementary Middle School,81 Tucker Valley Road ,Hambleton,26269,"81 Tucker Valley Road , Hambleton, WV, 26269","-79.6691316, 39.1022965"
Tucker,Tucker County High School,116 Mountain Lion Way ,Hambleton,26269,"116 Mountain Lion Way , Hambleton, WV, 26269","-79.58325789999999, 39.137539"
Tucker,Davis Thomas Elementary Middle School,100 Quail Ridge Rd Po Box 250,Thomas,26292,"100 Quail Ridge Rd Po Box 250, Thomas, WV, 26292","-79.4947356, 39.1432333"
Tyler,Tyler Consolidated Middle School,1993 Silver Knight Drive ,Sistersville,26175,"1993 Silver Knight Drive , Sistersville, WV, 26175","-80.8946742, 39.5206006"
Tyler,Arthur I Boreman Elementary School,P O Box 299 ,Middlebourne,26149,"P O Box 299 , Middlebourne, WV, 26149",
Tyler,Tyler Consolidated High School,1993 Silver Knight Drive ,Sistersville,26175,"1993 Silver Knight Drive , Sistersville, WV, 26175","-80.8946742, 39.5206006"
Tyler,Sistersville Elementary School,651 Terrace Circle ,Sistersville,26175,"651 Terrace Circle , Sistersville, WV, 26175","-81.00018779999999, 39.5549861"
Upshur,Washington District Elementary,"Hc36, Box 234 ",Buckhannon,26201,"Hc36, Box 234 , Buckhannon, WV, 26201",
Upshur,Rock Cave Elementary,Rt 2 Box 2f Po Box 130,Rock Cave,26201,"Rt 2 Box 2f Po Box 130, Rock Cave, WV, 26201",
Upshur,French Creek Elementary,"Rt.2, Box 305 ",French Creek,26218,"Rt.2, Box 305 , French Creek, WV, 26218","-80.290577, 38.8909929"
Upshur,Buckhannon Upshur High School,50 B.u. Drive ,Buckhannon,26201,"50 B.u. Drive , Buckhannon, WV, 26201","-80.243167, 38.95117580000001"
Upshur,Union Elementary School,20 Heavener Grove Road ,Buckhannon,26201,"20 Heavener Grove Road , Buckhannon, WV, 26201","-80.1727422, 38.9711452"
Upshur,Tennerton Elementary,"Route 6, Box 513 ",Buckhannon,26201,"Route 6, Box 513 , Buckhannon, WV, 26201","-80.23098209999999, 38.9721996"
Upshur,Hodgesville Elementary,"Rt.5, Box 383 ",Buckhannon,26201,"Rt.5, Box 383 , Buckhannon, WV, 26201",
Upshur,Buckhannon Academy Elementary School,16 College Avenue ,Buckhannon,26201,"16 College Avenue , Buckhannon, WV, 26201","-80.2248877, 38.9867716"
Upshur,Fred Eberle Technical Center,RR 5 Box 2,Buckhannon,26201,"RR 5 Box 2, Buckhannon, WV, 26201",
Upshur,B-U Middle School,"Rt. 6, Box 303 ",Buckhannon,26201,"Rt. 6, Box 303 , Buckhannon, WV, 26201","-80.2312688, 38.9708209"
Wayne,Tolsia High School,#1 Rebel Drive ,Fort Gay,25514,"#1 Rebel Drive , Fort Gay, WV, 25514","-82.5002319, 38.0008076"
Wayne,Genoa Elementary School,21269 Rt 152 Road ,Genoa,25517,"21269 Rt 152 Road , Genoa, WV, 25517","-82.4629166, 38.1273332"
Wayne,Vinson Middle School,3851 Piedmont Road ,Huntington,25704,"3851 Piedmont Road , Huntington, WV, 25704","-82.51103599999999, 38.399288"
Wayne,Buffalo Elementary School,331 Buffalo Creek Road ,Kenova,25530,"331 Buffalo Creek Road , Kenova, WV, 25530","-82.515923, 38.349362"
Wayne,Ceredo-Kenova Middle School,P.o. Box 705 4th St. West And High St,Ceredo,25507,"P.o. Box 705 4th St. West And High St, Ceredo, WV, 25507","-82.5872969, 38.4186202"
Wayne,East Lynn Elementary School,19594 East Lynn Road,East Lynn,25512,"19594 East Lynn Road, East Lynn, WV, 25512","-82.383404, 38.162494"
Wayne,Prichard Elementary School,500 Prichard Rd.,Prichard,25555,"500 Prichard Rd., Prichard, WV, 25555","-82.5986676, 38.2404138"
Wayne,Spring Valley High School,#1 Timberwolf Drive ,Huntington,25704,"#1 Timberwolf Drive , Huntington, WV, 25704","-82.527402, 38.378617"
Wayne,Kellogg Elementary School,4415 Piedmont Road ,Huntington,25704,"4415 Piedmont Road , Huntington, WV, 25704","-82.517957, 38.397215"
Wayne,Crum Pre K-8,150 Crum Road,Crum,25669,"150 Crum Road, Crum, WV, 25669","-82.448047, 37.906487"
Wayne,Wayne High School,100 Pioneer Road ,Wayne,25570,"100 Pioneer Road , Wayne, WV, 25570","-82.434381, 38.246841"
Wayne,Dunlow Elementary School,32800 Route 152,Dunlow,25511,"32800 Route 152, Dunlow, WV, 25511","-82.4331737, 38.0271515"
Wayne,Fort Gay PreK - 8,#1 Viking Drive,Fort Gay,25514,"#1 Viking Drive, Fort Gay, WV, 25514","-82.5917223, 38.1145716"
Wayne,Wayne Middle School,200 Pioneer Road ,Wayne,25570,"200 Pioneer Road , Wayne, WV, 25570","-82.434968, 38.245076"
Wayne,Buffalo Middle School,298 Buffalo Creek Road ,Kenova,25530,"298 Buffalo Creek Road , Kenova, WV, 25530","-82.513109, 38.348204"
Wayne,Wayne Elementary School,80 McGinnis Drive,Wayne,25570,"80 McGinnis Drive, Wayne, WV, 25570","-82.429165, 38.254347"
Wayne,Lavalette Elementary School,P.o. Box 380 ,Lavalette,25535,"P.o. Box 380 , Lavalette, WV, 25535","-82.4494931, 38.3233683"
Wayne,Ceredo-Kenova Elementary,1 Wonders Lane,Kenova,25530,"1 Wonders Lane, Kenova, WV, 25530","-82.569, 38.3995854"
Webster,Glade Middle School,25 Mill Street ,Cowen,26206,"25 Mill Street , Cowen, WV, 26206","-80.555126, 38.407934"
Webster,Hacker Valley Elementary School,11 School Loop Road ,Hacker Valley,26222,"11 School Loop Road , Hacker Valley, WV, 26222","-80.3876298, 38.6530821"
Webster,Diana Elementary School,Po Box 90 ,Diana,26217,"Po Box 90 , Diana, WV, 26217",
Webster,Webster County High School,One Highlander Drive ,Upperglade,26266,"One Highlander Drive , Upperglade, WV, 26266","-80.506872, 38.4061028"
Webster,Webster Springs Elementary School,318 River Drive ,Webster Springs,26288,"318 River Drive , Webster Springs, WV, 26288","-80.4113582, 38.4741449"
Webster,Glade Elementary School,25 Mill St. ,Cowen,26206,"25 Mill St. , Cowen, WV, 26206","-80.555126, 38.407934"
Wetzel,Valley High School,One Lumberjack Lane ,Pine Grove,26419,"One Lumberjack Lane , Pine Grove, WV, 26419","-80.6772644, 39.5641231"
Wetzel,Magnolia High School,601 Maple Avenue ,New Martinsville,26155,"601 Maple Avenue , New Martinsville, WV, 26155","-80.8606265, 39.6461944"
Wetzel,Wetzel Co. Ctr. For Children & Families,Rr2 Box 107 ,New Martinsville,26155,"Rr2 Box 107 , New Martinsville, WV, 26155","-80.85759929999999, 39.6445214"
Wetzel,Paden City Elementary School,510 N Second Avenue ,Paden City,26159,"510 N Second Avenue , Paden City, WV, 26159","-80.92624289999999, 39.6103016"
Wetzel,Long Drain School,Rt 1 Box 108-A ,Metz,26585,"Rt 1 Box 108-A , Metz, WV, 26585",
Wetzel,Paden City High School,201 N Fourth Avenue ,Paden City,26159,"201 N Fourth Avenue , Paden City, WV, 26159","-80.9313264, 39.6052878"
Wetzel,Hundred High School,P O  Box 830 ,Hundred,26575,"P O  Box 830 , Hundred, WV, 26575",
Wetzel,Short Line School,Hc 60 Box 170 ,Reader,26167,"Hc 60 Box 170 , Reader, WV, 26167",
Wetzel,New Martinsville School,20 E Benjamin Drive ,New Martinsville,26155,"20 E Benjamin Drive , New Martinsville, WV, 26155","-80.84743019999999, 39.6791762"
Wirt,Wirt County High School,P O Box 219 ,Elizabeth,26143,"P O Box 219 , Elizabeth, WV, 26143",
Wirt,Wirt County Primary Center,P O  Box 220 ,Elizabeth,26143,"P O  Box 220 , Elizabeth, WV, 26143","-81.3922736, 39.0577083"
Wirt,Wirt County Middle School,P O Box 699 ,Elizabeth,26143,"P O Box 699 , Elizabeth, WV, 26143",
Wood,Trek Center,615 Broadway Ave ,Parkersburg,26101,"615 Broadway Ave , Parkersburg, WV, 26101","-81.5322578, 39.24424279999999"
Wood,Worthington Elementary School,2500 36th St ,Parkersburg,26104,"2500 36th St , Parkersburg, WV, 26104","-81.5153516, 39.2848362"
Wood,Greenmont Elementary School,209 58th St ,Vienna,26105,"209 58th St , Vienna, WV, 26105","-81.5397113, 39.3470656"
Wood,Parkersburg South High School,1511 Blizzard Dr ,Parkersburg,26101,"1511 Blizzard Dr , Parkersburg, WV, 26101","-81.54899569999999, 39.2436853"
Wood,Waverly Elementary School,422 Virginia St ,Waverly,26184,"422 Virginia St , Waverly, WV, 26184","-81.3838896, 39.3383318"
Wood,Fairplains Elementary School,615 Broadway Ave ,Parkersburg,26101,"615 Broadway Ave , Parkersburg, WV, 26101","-81.5322578, 39.24424279999999"
Wood,Van Devender Middle School,918 31st St ,Parkersburg,26104,"918 31st St , Parkersburg, WV, 26104","-81.54256459999999, 39.2869681"
Wood,Neale Elementary School,2305 Grand Central Ave ,Vienna,26105,"2305 Grand Central Ave , Vienna, WV, 26105","-81.5522914, 39.3223417"
Wood,Criss Elementary School,2800 22nd St ,Parkersburg,26101,"2800 22nd St , Parkersburg, WV, 26101","-81.5203902, 39.2704223"
Wood,Hamilton Middle School,3501 Cadillac Dr ,Parkersburg,26104,"3501 Cadillac Dr , Parkersburg, WV, 26104","-81.52201269999999, 39.2854332"
Wood,Mckinley Elementary School,1130 19th St ,Parkersburg,26101,"1130 19th St , Parkersburg, WV, 26101","-81.5446396, 39.2755704"
Wood,Blennerhassett Middle School,444 Jewel Rd ,Parkersburg,26101,"444 Jewel Rd , Parkersburg, WV, 26101","-81.61664789999999, 39.2593596"
Wood,Lubeck Elementary School,206 Lubeck Rd ,Parkersburg,26101,"206 Lubeck Rd , Parkersburg, WV, 26101","-81.5758148, 39.2520517"
Wood,Wood Co Voc Tech Ctr,1515 Blizzard Dr ,Parkersburg,26101,"1515 Blizzard Dr , Parkersburg, WV, 26101","-81.549307, 39.2421793"
Wood,Franklin Elementary Center,1511 Division St Ext ,Parkersburg,26101,"1511 Division St Ext , Parkersburg, WV, 26101","-81.55460339999999, 39.2432678"
Wood,Jefferson Elementary Center,1103 Plum St ,Parkersburg,26101,"1103 Plum St , Parkersburg, WV, 26101","-81.5419015, 39.266261"
Wood,Williamstown High School,219 W 5th St ,Williamstown,26187,"219 W 5th St , Williamstown, WV, 26187","-81.4517356, 39.4007652"
Wood,Williamstown Elementary School,418 Williams Ave ,Williamstown,26187,"418 Williams Ave , Williamstown, WV, 26187","-81.4537335, 39.4017671"
Wood,Gihon Elementary School,2000 Belmont Rd ,Parkersburg,26101,"2000 Belmont Rd , Parkersburg, WV, 26101","-81.55154739999999, 39.2379253"
Wood,Parkersburg High School,2101 Dudley Ave ,Parkersburg,26101,"2101 Dudley Ave , Parkersburg, WV, 26101","-81.54482879999999, 39.2785727"
Wood,Vienna Elementary School,700 41st St ,Vienna,26105,"700 41st St , Vienna, WV, 26105","-81.5425142, 39.3313719"
Wood,Emerson Elementary School,1605 36th St ,Parkersburg,26101,"1605 36th St , Parkersburg, WV, 26101","-81.5287, 39.2875325"
Wood,Jackson Middle School,1601 34th St ,Vienna,26105,"1601 34th St , Vienna, WV, 26105","-81.5389659, 39.325156"
Wood,Mineral Wells Elementary School,1776 Elizabeth Pike ,Mineral Wells,26150,"1776 Elizabeth Pike , Mineral Wells, WV, 26150","-81.51349859999999, 39.1775811"
Wood,Blennerhassett Elementary School,448 Jewel Rd ,Parkersburg,26101,"448 Jewel Rd , Parkersburg, WV, 26101","-81.6160094, 39.2596302"
Wood,Edison Middle School,1201 Hillcrest St ,Parkersburg,26101,"1201 Hillcrest St , Parkersburg, WV, 26101","-81.5323006, 39.2315501"
Wood,Madison Elementary School,1426 32nd St ,Parkersburg,26101,"1426 32nd St , Parkersburg, WV, 26101","-81.53367229999999, 39.2835457"
Wood,Caperton Center For Applied Technology,300 Campus Dr ,Parkersburg,26101,"300 Campus Dr , Parkersburg, WV, 26101","-81.5069961, 39.2165703"
Wood,Martin Elementary School,1301 Hillcrest St ,Parkersburg,26101,"1301 Hillcrest St , Parkersburg, WV, 26101","-81.533856, 39.2322512"
Wood,Kanawha Elementary School,6465 Staunton Tpke ,Davisville,26142,"6465 Staunton Tpke , Davisville, WV, 26142","-81.4610269, 39.199402"
Wyoming,Berlin Mckinney Elementary School,Hc 65  Box 402 405 Cook Parkway,Oceana,24870,"Hc 65  Box 402 405 Cook Parkway, Oceana, WV, 24870",
Wyoming,Pineville Middle School,Po Box 470 607 River Road,Pineville,24874,"Po Box 470 607 River Road, Pineville, WV, 24874","-81.53475399999999, 37.5792"
Wyoming,Mullens Middle School,801 Moran Avenue ,Mullens,25882,"801 Moran Avenue , Mullens, WV, 25882","-81.37548819999999, 37.588754"
Wyoming,Pineville Elementary School,"Po Box 700, 541 River Road",Pineville,24874,"Po Box 700, 541 River Road, Pineville, WV, 24874","-81.53475399999999, 37.5792"
Wyoming,Huff Cons Elementary & Middle School,"374 Lizard Creek Rd, Drawer E",Hanover,24839,"374 Lizard Creek Rd, Drawer E, Hanover, WV, 24839","-81.8068693, 37.5856022"
Wyoming,Wyoming County Career & Technical Center,"Hcr 72 Box 200, 1201 Bear Hole Road",Pineville,24874,"Hcr 72 Box 200, 1201 Bear Hole Road, Pineville, WV, 24874",
Wyoming,Glen Fork Elementary & Middle School,Po Box 50 111 Glen Fork Hollow Road,Glen Fork,25845,"Po Box 50 111 Glen Fork Hollow Road, Glen Fork, WV, 25845","-81.5308204, 37.6976706"
Wyoming,Wyoming County East High School,"PO Box 390, 260 Warrior Way",New Richmond,24867,"PO Box 390, 260 Warrior Way, New Richmond, WV, 24867","-81.4709693, 37.570262"
Wyoming,Baileysville Elementary & Middle School,Drawer 409 11618 R.d. Bailey Highway,Brenton,24818,"Drawer 409 11618 R.d. Bailey Highway, Brenton, WV, 24818","-81.67291349999999, 37.5898502"
Wyoming,Oceana Middle School,Hc 65  Box 403 309 Cook Parkway,Oceana,24870,"Hc 65  Box 403 309 Cook Parkway, Oceana, WV, 24870",
Wyoming,Road Branch Elementary & Middle School,"1165 Huff Creek Road, HC 80 Box 422",Cyclone,24827,"1165 Huff Creek Road, HC 80 Box 422, Cyclone, WV, 24827","-81.6709953, 37.7531799"
Wyoming,Mullens Elementary School,2107 Caloric Road ,Mullens,25882,"2107 Caloric Road , Mullens, WV, 25882","-81.3800359, 37.6001498"
Wyoming,Herndon Cons Elementary & Middle School,Po Box 309 4456 Herndon Road,Bud,24716,"Po Box 309 4456 Herndon Road, Bud, WV, 24716","-81.3713247, 37.5259596"
Wyoming,Westside High School,Hc 65  Box 275 122 Renegade Road,Clear Fork,24822,"Hc 65  Box 275 122 Renegade Road, Clear Fork, WV, 24822",
