county,name,address,city,zip,joinedAddress,GMcoordinates
Hardy,Moorefield Middle School,303 Caledonia Heights Road ,Moorefield,26836,"303 Caledonia Heights Road , Moorefield, WV, 26836","-78.9437178, 39.06905709999999"
Hardy,East Hardy Early/Middle School,P. O. Box 260 238 Cougar Drive,Baker,26801,"P. O. Box 260 238 Cougar Drive, Baker, WV, 26801","-78.758904, 39.048115"
Hardy,East Hardy High School,P. O. Box 120 259 Cougar Drive,Baker,26801,"P. O. Box 120 259 Cougar Drive, Baker, WV, 26801","-78.7606382, 39.0473439"
Harrison,Mountaineer Middle School,2 Mountaineer Dr ,Clarksburg,26301,"2 Mountaineer Dr , Clarksburg, WV, 26301","-80.3969089, 39.2779669"
Harrison,United High School,,,,,
Harrison,Simpson Elementary School,250 Worthington Dr ,Bridgeport,26330,"250 Worthington Dr , Bridgeport, WV, 26330","-80.2522571, 39.2860172"
Harrison,Washington Irving Middle School,443 Lee Ave ,Clarksburg,26301,"443 Lee Ave , Clarksburg, WV, 26301","-80.3428076, 39.2781728"
Harrison,North View Elementary School,1400 N 19th Street ,Clarksburg,26301,"1400 N 19th Street , Clarksburg, WV, 26301","-80.3479852, 39.29504120000001"
Harrison,Pressley Ridge School,Rr 5 Box 697 ,Clarksburg,26301,"Rr 5 Box 697 , Clarksburg, WV, 26301",
Harrison,Bridgeport Middle School,413 Johnson Ave ,Bridgeport,26330,"413 Johnson Ave , Bridgeport, WV, 26330","-80.2620134, 39.2882846"
Harrison,Lost Creek Elementary School,Po Box 128 ,Lost Creek,26385,"Po Box 128 , Lost Creek, WV, 26385","-80.35051899999999, 39.160535"
Harrison,Robert C. Byrd High School,1 Eagle Way ,Clarksburg,26301,"1 Eagle Way , Clarksburg, WV, 26301","-80.350843, 39.2612878"
Harrison,Nutter Fort Intermediate School,1302 Buckhannon Pike ,Nutter Fort,26301,"1302 Buckhannon Pike , Nutter Fort, WV, 26301","-80.3256627, 39.2599393"
Harrison,Adamston Elementary School,1636 W Pike St ,Clarksburg,26301,"1636 W Pike St , Clarksburg, WV, 26301","-80.35916590000001, 39.2914318"
Harrison,Lincoln High School,Rr 1 Box 300 ,Shinnston,26431,"Rr 1 Box 300 , Shinnston, WV, 26431",
Harrison,Big Elm Elementary School,200 Tetrick Rd ,Shinnston,26431,"200 Tetrick Rd , Shinnston, WV, 26431","-80.28544169999999, 39.4043252"
Harrison,Bridgeport High School,515 Johnson Ave ,Bridgeport,26330,"515 Johnson Ave , Bridgeport, WV, 26330","-80.2636684, 39.2897899"
Harrison,West Milford Elementary School,226 School St ,West Milford,26451,"226 School St , West Milford, WV, 26451","-80.4040406, 39.2018943"
Harrison,South Harrison Middle School,Rr 1 Box 58b ,Lost Creek,26385,"Rr 1 Box 58b , Lost Creek, WV, 26385","-80.35203349999999, 39.1612035"
Harrison,Harrison Co Transitional Middle School,1349 Shinnston Pk,Clarksburg,26301,"1349 Shinnston Pk, Clarksburg, WV, 26301","-80.35526999999999, 39.309937"
Harrison,Norwood Elementary School,208 Kidd Ave ,Stonewood,26301,"208 Kidd Ave , Stonewood, WV, 26301","-80.3160369, 39.2500377"
Harrison,United Technical Center,251 Marietta St.,Clarksburg,26301,"251 Marietta St., Clarksburg, WV, 26301","-80.35883400000002, 39.310815"
Harrison,Lumberport Middle School,314 Main Street ,Lumberport,26386,"314 Main Street , Lumberport, WV, 26386","-80.345862, 39.37685099999999"
Harrison,Lumberport Elementary School,Po Box 417 Chestnut & Lyndon Streets,Lumberport,26386,"Po Box 417 Chestnut & Lyndon Streets, Lumberport, WV, 26386","-80.3495721, 39.3767753"
Harrison,Harrison Co Alternative Learning Center,Rr 3 Box 43b ,Clarksburg,26301,"Rr 3 Box 43b , Clarksburg, WV, 26301","-80.34453409999999, 39.2806451"
Harrison,Salem Elementary,Rr 1 Box 10a ,Salem,26426,"Rr 1 Box 10a , Salem, WV, 26426",
Harrison,Johnson Elementary School,531 Johnson Ave ,Bridgeport,26330,"531 Johnson Ave , Bridgeport, WV, 26330","-80.263604, 39.2909507"
Harrison,South Harrison High School,Rr 1 Box 58 ,Lost Creek,26385,"Rr 1 Box 58 , Lost Creek, WV, 26385","-80.35203349999999, 39.1612035"
Harrison,Nutter Fort Primary School,1302 Buckhannon Pike ,Nutter Fort,26301,"1302 Buckhannon Pike , Nutter Fort, WV, 26301","-80.3256627, 39.2599393"
Harrison,Liberty High School,1 Mountaineer Dr ,Clarksburg,26301,"1 Mountaineer Dr , Clarksburg, WV, 26301","-80.397701, 39.276026"
Harrison,Wilsonburg Elementary School,Rr 4 Box 1 ,Clarksburg,26301,"Rr 4 Box 1 , Clarksburg, WV, 26301","-80.34453409999999, 39.2806451"
Jackson,Evans Elementary School,205 Schoolhouse Drive ,Evans,25241,"205 Schoolhouse Drive , Evans, WV, 25241","-81.783355, 38.822207"
Jackson,Ravenswood High School,Plaza Drive ,Ravenswood,26164,"Plaza Drive , Ravenswood, WV, 26164","-81.76132129999999, 38.9521781"
Jackson,Ravenswood Middle School,409 Sycamore Street ,Ravenswood,26164,"409 Sycamore Street , Ravenswood, WV, 26164","-81.7588268, 38.95071"
Jackson,Ravenswood Grade School,"Rt 2, Box 22-A ",Ravenswood,26164,"Rt 2, Box 22-A , Ravenswood, WV, 26164",
Jackson,Kenna Elementary School,650 Route 21 ,Kenna,25248,"650 Route 21 , Kenna, WV, 25248","-81.6767629, 38.6860454"
Jackson,Fairplain Elementary School,Rt 3 Box 147 ,Ripley,25271,"Rt 3 Box 147 , Ripley, WV, 25271",
Jackson,Ripley High School,2 School Street ,Ripley,25271,"2 School Street , Ripley, WV, 25271","-81.701605, 38.812448"
Jackson,Cottageville Elementary School,100 School Street ,Cottageville,25239,"100 School Street , Cottageville, WV, 25239","-81.7009587, 38.8141683"
Jackson,Ripley Middle School,"Route 2, Box 75-A Klondyke Road",Ripley,25271,"Route 2, Box 75-A Klondyke Road, Ripley, WV, 25271",
Jackson,Ripley Elementary School,404 Second Avenue ,Ripley,25271,"404 Second Avenue , Ripley, WV, 25271","-81.7016002, 38.8149997"
Jackson,Henry J Kaiser Elementary School,803 Kaiser Avenue ,Ravenswood,26164,"803 Kaiser Avenue , Ravenswood, WV, 26164","-81.761432, 38.960579"
Jackson,Gilmore Elementary School,"Rt. 3, Box 28-A ",Sandyville,25275,"Rt. 3, Box 28-A , Sandyville, WV, 25275",
Jackson,Roane-Jackson Technical Center,9450 Spencer Rd,Leroy,25252,"9450 Spencer Rd, Leroy, WV, 25252","-81.561241, 38.822323"
Jefferson,South Jefferson Elementary School,4599 Summit Point Road ,Charles Town,25414,"4599 Summit Point Road , Charles Town, WV, 25414","-77.9307367, 39.2540896"
Jefferson,Washington High School,300 Washington Patriots Drive ,Charles Town,25414,"300 Washington Patriots Drive , Charles Town, WV, 25414","-77.8801323, 39.259929"
Jefferson,Shepherdstown Elementary School,662 South Church Street ,Shepherdstown,25443,"662 South Church Street , Shepherdstown, WV, 25443","-77.808409, 39.426181"
Jefferson,Wildwood Middle School,1209 Shenandoah Junction Road ,Shenandoah Junction,25442,"1209 Shenandoah Junction Road , Shenandoah Junction, WV, 25442","-77.833491, 39.356507"
Jefferson,Page Jackson Elementary,370 Page Jackson School Road ,Charles Town,25414,"370 Page Jackson School Road , Charles Town, WV, 25414","-77.8747308, 39.2704147"
Jefferson,Harpers Ferry Middle School,1710 West Washington Street ,Harpers Ferry,25425,"1710 West Washington Street , Harpers Ferry, WV, 25425","-77.7563009, 39.3225089"
Jefferson,Blue Ridge Elementary School,18866 Charles Town Road ,Harpers Ferry,25425,"18866 Charles Town Road , Harpers Ferry, WV, 25425","-77.7856879, 39.24225"
Jefferson,Driswood Elementary School,75 Caspian Way ,Shenandoah Junction,25442,"75 Caspian Way , Shenandoah Junction, WV, 25442","-77.8210996, 39.3377069"
Jefferson,Wright Denny Intermediate School,209 West Congress Street ,Charles Town,25414,"209 West Congress Street , Charles Town, WV, 25414","-77.8611147, 39.2871896"
Jefferson,C. W. Shipley Elementary School,652 Shipley School Road ,Harpers Ferry,25425,"652 Shipley School Road , Harpers Ferry, WV, 25425","-77.780159, 39.318272"
Jefferson,Blue Ridge Primary,175 Lowery Lane ,Harpers Ferry,25425,"175 Lowery Lane , Harpers Ferry, WV, 25425","-77.784761, 39.2428641"
Jefferson,Jefferson High School,4141 Flowing Springs Road ,Shenandoah Junction,25442,"4141 Flowing Springs Road , Shenandoah Junction, WV, 25442","-77.833176, 39.35246009999999"
Jefferson,Ranson Elementary School,600 North Preston Street ,Ranson,25438,"600 North Preston Street , Ranson, WV, 25438","-77.86160590000001, 39.3031882"
Jefferson,Shepherdstown Middle School,54 Minden Avenue ,Shepherdstown,25443,"54 Minden Avenue , Shepherdstown, WV, 25443","-77.81144259999999, 39.4271079"
Jefferson,North Jefferson Elementary,6996 Charles Town Road ,Kearneysville,25430,"6996 Charles Town Road , Kearneysville, WV, 25430","-77.88149469999999, 39.3680452"
Jefferson,Charles Town Middle School,193 High Street ,Charles Town,25414,"193 High Street , Charles Town, WV, 25414","-77.848365, 39.278019"
Jefferson,T A Lowery Elementary School,103 Shenandoah Junction Road ,Shenandoah Junction,25442,"103 Shenandoah Junction Road , Shenandoah Junction, WV, 25442","-77.8530826, 39.3565361"
Kanawha,Pinch Elementary School,300 South Pinch Rd ,Elkview,25071,"300 South Pinch Rd , Elkview, WV, 25071","-81.4815615, 38.4050054"
Kanawha,Holz Elementary School,1505 Hampton Rd ,Charleston,25314,"1505 Hampton Rd , Charleston, WV, 25314","-81.641459, 38.3244967"
Kanawha,Ben Franklin Career Center,500 28th Street ,Dunbar,25064,"500 28th Street , Dunbar, WV, 25064","-81.7540336, 38.36725140000001"
Kanawha,Cedar Grove Elementary School,Po Box J ,Cedar Grove,25039,"Po Box J , Cedar Grove, WV, 25039","-81.4289228, 38.2172265"
Kanawha,Stonewall Jackson Middle School,812 Park Avenue ,Charleston,25302,"812 Park Avenue , Charleston, WV, 25302","-81.649518, 38.3678017"
Kanawha,Andrew Jackson Middle School,5445 Big Tyler Road ,Charleston,25313,"5445 Big Tyler Road , Charleston, WV, 25313","-81.78304179999999, 38.4259847"
Kanawha,Sissonville Elementary School,8324 Sissonville Drive ,Sissonville,25320,"8324 Sissonville Drive , Sissonville, WV, 25320","-81.629853, 38.528963"
Kanawha,Nitro Elementary School,1921 19th Street ,Nitro,25143,"1921 19th Street , Nitro, WV, 25143","-81.8404091, 38.4204528"
Kanawha,Glenwood Elementary School,810 Grant St ,Charleston,25302,"810 Grant St , Charleston, WV, 25302","-81.654968, 38.3630761"
Kanawha,Riverside High School,#1 Warrior Way ,Belle,25015,"#1 Warrior Way , Belle, WV, 25015","-81.512694, 38.207217"
Kanawha,Bonham Elementary School,"Route 1, Box 425a ",Charleston,25312,"Route 1, Box 425a , Charleston, WV, 25312",
Kanawha,Sissonville Middle School,100 Middle School Lane ,Charleston,25312,"100 Middle School Lane , Charleston, WV, 25312","-81.6678096, 38.4649799"
Kanawha,Mary C. Snow West Side Elementary School,100 Florida Street ,Charleston,25302,"100 Florida Street , Charleston, WV, 25302","-81.66138029999999, 38.36448000000001"
Kanawha,Sharon Dawes Elementary School,P O Box 149 ,Miami,25134,"P O Box 149 , Miami, WV, 25134",
Kanawha,Midland Trail Elementary School,200 Ferry St ,Diamond,25015,"200 Ferry St , Diamond, WV, 25015","-81.51536899999999, 38.21035699999999"
Kanawha,Dunbar Primary Center,2401 Myers Avenue ,Dunbar,25064,"2401 Myers Avenue , Dunbar, WV, 25064","-81.75391739999999, 38.3623581"
Kanawha,South Charleston High School,1 Eagle Way ,South Charleston,25309,"1 Eagle Way , South Charleston, WV, 25309","-81.735449, 38.348251"
Kanawha,Anne Bailey Elementary School,405 Winfield Road ,St. Albans,25177,"405 Winfield Road , St. Albans, WV, 25177","-81.856883, 38.400735"
Kanawha,Horace Mann Middle School,4300 Maccorkle Avenue ,Charleston,25304,"4300 Maccorkle Avenue , Charleston, WV, 25304","-81.5868325, 38.3245153"
Kanawha,Piedmont Year-Round Education,203 Bradford Street ,Charleston,25301,"203 Bradford Street , Charleston, WV, 25301","-81.6267249, 38.343956"
Kanawha,Ruffner Elementary School,809 Litz Drive ,Charleston,25311,"809 Litz Drive , Charleston, WV, 25311","-81.59197300000001, 38.350269"
Kanawha,Marmet Elementary School,408 94th St ,Marmet,25315,"408 94th St , Marmet, WV, 25315","-81.5664886, 38.2460696"
Kanawha,Clendenin Elementary School,P O Box 462 ,Clendenin,25045,"P O Box 462 , Clendenin, WV, 25045",
Kanawha,Saint Albans High School,2100 Kanawha Terrace ,St. Albans,25177,"2100 Kanawha Terrace , St. Albans, WV, 25177","-81.8118956, 38.37898029999999"
Kanawha,Alum Creek Elementary School,Rt 7 Box 279a ,So Charleston,25309,"Rt 7 Box 279a , So Charleston, WV, 25309","-81.77705900000001, 38.270804"
Kanawha,Elkview Middle School,5090 N Elk River Rd ,Elkview,25071,"5090 N Elk River Rd , Elkview, WV, 25071","-81.477891, 38.442588"
Kanawha,Elk Elementary Center,3320 Pennsylvania Ave ,Charleston,25302,"3320 Pennsylvania Ave , Charleston, WV, 25302","-81.5703936, 38.3965411"
Kanawha,Richmond Elementary School,4620 Spring Hill Avenue ,South Charleston,25309,"4620 Spring Hill Avenue , South Charleston, WV, 25309","-81.724538, 38.3453609"
Kanawha,Lakewood Elementary School,2089 Lakewood Drive ,St. Albans,25177,"2089 Lakewood Drive , St. Albans, WV, 25177","-81.8373357, 38.36868320000001"
Kanawha,Chandler Elementary School,1900 School Street ,Charleston,25312,"1900 School Street , Charleston, WV, 25312","-81.66227190000001, 38.380167"
Kanawha,Herbert Hoover High School,5096 N Elk River Rd ,Elkview,25071,"5096 N Elk River Rd , Elkview, WV, 25071","-81.48276489999999, 38.442321"
Kanawha,Du Pont Middle School,1 Panther Way ,Belle,25015,"1 Panther Way , Belle, WV, 25015","-81.53761829999999, 38.2320461"
Kanawha,George C. Weimer Elementary School,3040 Kanawha Terrace ,St. Albans,25177,"3040 Kanawha Terrace , St. Albans, WV, 25177","-81.7888692, 38.37571"
Kanawha,Point Harmony Elementary School,5312 Big Tyler Road ,Cross Lanes,25313,"5312 Big Tyler Road , Cross Lanes, WV, 25313","-81.77135489999999, 38.4312865"
Kanawha,Kanawha City Elementary School,3601 Staunton Avenue Se ,Charleston,25304,"3601 Staunton Avenue Se , Charleston, WV, 25304","-81.5955627, 38.329578"
Kanawha,Carver Career Center,4799 Midland Dr ,Charleston,25306,"4799 Midland Dr , Charleston, WV, 25306","-81.562899, 38.2895581"
Kanawha,Central Elementary School,900 Helene Street ,St. Albans,25177,"900 Helene Street , St. Albans, WV, 25177","-81.83152989999999, 38.382825"
Kanawha,Tyler Middle School,4277 West Washington Street ,Charleston,25313,"4277 West Washington Street , Charleston, WV, 25313","-81.71591699999999, 38.3875993"
Kanawha,Cedar Grove Middle School,Po Box J ,Cedar Grove,25039,"Po Box J , Cedar Grove, WV, 25039","-81.4289228, 38.2172265"
Kanawha,Watts Elementary School,230 Costello St ,Charleston,25302,"230 Costello St , Charleston, WV, 25302","-81.63328589999999, 38.3652026"
Kanawha,Overbrook Elementary School,218 Overbrook Rd ,Charleston,25314,"218 Overbrook Rd , Charleston, WV, 25314","-81.6576312, 38.3377448"
Kanawha,Grandview Elementary School,959 Woodward Drive ,Charleston,25312,"959 Woodward Drive , Charleston, WV, 25312","-81.681378, 38.381726"
Kanawha,Chandler Academy,1900 School Street,Charleston,25312,"1900 School Street, Charleston, WV, 25312","-81.66227190000001, 38.380167"
Kanawha,Bridge Elementary School,5120 Elk River Road N ,Elkview,25071,"5120 Elk River Road N , Elkview, WV, 25071","-81.4671585, 38.4449168"
Kanawha,South Charleston Middle School,400 Third Avenue ,South Charleston,25303,"400 Third Avenue , South Charleston, WV, 25303","-81.691468, 38.3661634"
Kanawha,John Adams Middle School,2002 Presidential Dr ,Charleston,25314,"2002 Presidential Dr , Charleston, WV, 25314","-81.6593844, 38.3272158"
Kanawha,Shoals Elementary School,100 Dutch Rd ,Charleston,25302,"100 Dutch Rd , Charleston, WV, 25302","-81.5937735, 38.3900224"
Kanawha,Montrose Elementary School,631 Montrose Drive ,So. Charleston,25303,"631 Montrose Drive , So. Charleston, WV, 25303","-81.6852301, 38.3567209"
Kanawha,Flinn Elementary School,2006 Mcclure Parkway ,Charleston,25312,"2006 Mcclure Parkway , Charleston, WV, 25312","-81.670879, 38.48052370000001"
Kanawha,Capital High School,1500 Greenbrier St ,Charleston,25311,"1500 Greenbrier St , Charleston, WV, 25311","-81.5767874, 38.3720105"
Kanawha,Belle Elementary School,401 E 6th Street ,Belle,25015,"401 E 6th Street , Belle, WV, 25015","-81.5398014, 38.2327788"
Kanawha,Mckinley Middle School,3000 Kanawha Terrace ,St. Albans,25177,"3000 Kanawha Terrace , St. Albans, WV, 25177","-81.790656, 38.375632"
Kanawha,Edgewood Elementary,550 Hawks Ridge,Charleston,25302,"550 Hawks Ridge, Charleston, WV, 25302","-81.63725819999999, 38.3838867"
Kanawha,Dunbar Intermediate Center,1330 Myers Avenue ,Dunbar,25064,"1330 Myers Avenue , Dunbar, WV, 25064","-81.743146, 38.3594428"
Kanawha,Ruthlawn Elementary School,Rt 8 Box 428 ,So Charleston,25309,"Rt 8 Box 428 , So Charleston, WV, 25309",
Kanawha,Mary Ingles Elementary School,Po Box 367 ,Tad,25201,"Po Box 367 , Tad, WV, 25201","-81.4943595, 38.3332057"
Kanawha,Cross Lanes Elementary School,5525 Big Tyler Road ,Charleston,25313,"5525 Big Tyler Road , Charleston, WV, 25313","-81.7897519, 38.42118"
Kanawha,Sissonville High School,6100 Sissonville Dr. ,Charleston,25312,"6100 Sissonville Dr. , Charleston, WV, 25312","-81.6725903, 38.4749352"
Kanawha,Andrews Heights Elementary School,P O  Box 340 ,Tornado,25202,"P O  Box 340 , Tornado, WV, 25202","-81.86068209999999, 38.3232547"
Kanawha,Hayes Middle School,830 Strawberry Road ,St. Albans,25177,"830 Strawberry Road , St. Albans, WV, 25177","-81.8419873, 38.3732791"
Kanawha,Bridgeview Elementary School,5100 Ohio Street ,South Charleston,25309,"5100 Ohio Street , South Charleston, WV, 25309","-81.735788, 38.352637"
Kanawha,J E Robins Elementary School,915 Beech Ave ,Charleston,25302,"915 Beech Ave , Charleston, WV, 25302","-81.6510612, 38.3710492"
Kanawha,Malden Elementary School,4001 Salinas Drive ,Charleston,25306,"4001 Salinas Drive , Charleston, WV, 25306","-81.5583881, 38.3007452"
Kanawha,Chesapeake Elementary School,13620 Mccorkle Ave ,Chesapeake,25315,"13620 Mccorkle Ave , Chesapeake, WV, 25315","-81.5263424, 38.2155946"
Kanawha,Nitro High School,1300 Park Avenue ,Nitro,25143,"1300 Park Avenue , Nitro, WV, 25143","-81.8453229, 38.419258"
Kanawha,Alban Elementary School,2030 Harrison Avenue ,St. Albans,25177,"2030 Harrison Avenue , St. Albans, WV, 25177","-81.812957, 38.3855708"
Kanawha,East Bank Middle School,Po Box 897 ,East Bank,25067,"Po Box 897 , East Bank, WV, 25067",
Kanawha,Shawnee Community Center,142 Marshall Avenue ,Dunbar,25064,"142 Marshall Avenue , Dunbar, WV, 25064","-81.7564522, 38.3729711"
Kanawha,Pratt Elementary School,Center And Stark Street ,Pratt,25162,"Center And Stark Street , Pratt, WV, 25162",
Kanawha,Kenna Elementary School,198 Eureka Rd ,Charleston,25314,"198 Eureka Rd , Charleston, WV, 25314","-81.68327579999999, 38.3385611"
Kanawha,Garnet Career Center,422 Dickinson Street ,Charleston,25301,"422 Dickinson Street , Charleston, WV, 25301","-81.6299222, 38.35104"
Kanawha,Chamberlain Elementary School,4901 Venable Av S E ,Charleston,25304,"4901 Venable Av S E , Charleston, WV, 25304","-81.5803354, 38.3191508"
Kanawha,George Washington High School,1522 Tennis Club Rd ,Charleston,25314,"1522 Tennis Club Rd , Charleston, WV, 25314","-81.6568363, 38.3343177"
Kanawha,Dunbar Middle School,325 27th Street ,Dunbar,25064,"325 27th Street , Dunbar, WV, 25064","-81.7556178, 38.3652734"
Kanawha,Weberwood Elementary School,732 Gordon Road ,So. Charleston,25303,"732 Gordon Road , So. Charleston, WV, 25303","-81.6703656, 38.353107"
Lewis,Lewis County High School,205 Minuteman Drive ,Weston,26452,"205 Minuteman Drive , Weston, WV, 26452","-80.478138, 39.01965999999999"
Lewis,Jane Lew Elementary School,6536 Main Street ,Jane Lew,26378,"6536 Main Street , Jane Lew, WV, 26378","-80.406618, 39.114994"
Lewis,Leading Creek Elementary,15300 US Highway 33W,Linn,26384,"15300 US Highway 33W, Linn, WV, 26384","-80.7098714, 39.0126472"
Lewis,Roanoke Elementary School,1176 Oil Creek Road ,Roanoke,26447,"1176 Oil Creek Road , Roanoke, WV, 26447","-80.50982300000001, 38.921695"
Lewis,Robert L. Bland Middle School,358 Court Avenue ,Weston,26452,"358 Court Avenue , Weston, WV, 26452","-80.4623979, 39.039392"
Lewis,Peterson-Central Elementary School,509 Berlin Road ,Weston,26452,"509 Berlin Road , Weston, WV, 26452","-80.415087, 39.024501"
Lincoln,Duval Pk-8,5304 Straight Fork,Griffithsville,25521,"5304 Straight Fork, Griffithsville, WV, 25521","-81.993031, 38.238749"
Lincoln,Lincoln County High School,81 Lincoln Panther Way ,Hamlin,25523,"81 Lincoln Panther Way , Hamlin, WV, 25523","-82.1163273, 38.27583"
Lincoln,West Hamlin Elementary,114 Dairy Road,West Hamlin,25571,"114 Dairy Road, West Hamlin, WV, 25571","-82.196229, 38.29387699999999"
Lincoln,Midway Elementary School,267 Midway Road,Alum Creek,25003,"267 Midway Road, Alum Creek, WV, 25003","-81.8363011, 38.2607881"
Lincoln,Hamlin Pk-8,8130 Court Ave ,Hamlin,25523,"8130 Court Ave , Hamlin, WV, 25523","-82.10094860000001, 38.2788761"
Lincoln,Guyan Valley Middle,5312 McClellan Hwy,Branchland,25506,"5312 McClellan Hwy, Branchland, WV, 25506","-82.1898441, 38.2487168"
Lincoln,Ranger Elementary,59 Vanatters Creek ,Ranger,25557,"59 Vanatters Creek , Ranger, WV, 25557","-82.1902243, 38.12137329999999"
Lincoln,Harts Pk-8,1246 Mcclellan Highway ,Harts,25524,"1246 Mcclellan Highway , Harts, WV, 25524","-82.13501389999999, 38.0370312"
Logan,Chapmanville Middle School,300 Vance St. ,Chapmanville,25508,"300 Vance St. , Chapmanville, WV, 25508","-82.02488489999999, 37.9764615"
Logan,Buffalo Elementary School,Po Box 310 ,Accoville,25606,"Po Box 310 , Accoville, WV, 25606","-81.8497567, 37.7653234"
Logan,Man Elementary School,Box 269 ,Mallory,25634,"Box 269 , Mallory, WV, 25634",
Logan,Omar Elementary,Route 44 Box 590,Omar,25638,"Route 44 Box 590, Omar, WV, 25638",
Logan,Verdunville Elementary School,Drawer J Hill Drive,Verdunville,25649,"Drawer J Hill Drive, Verdunville, WV, 25649","-82.0462652, 37.847937"
Logan,Logan Elementary School,Midelburg Island ,Logan,25601,"Midelburg Island , Logan, WV, 25601","-81.99506629999999, 37.8511408"
Logan,Man Senior High School,800 East Mcdonald Avenue ,Man,25635,"800 East Mcdonald Avenue , Man, WV, 25635","-81.8748159, 37.7345366"
Logan,Hugh Dingess Elementary School,Rt. 1 Box 607,Harts,25524,"Rt. 1 Box 607, Harts, WV, 25524","-82.1386833, 37.9779553"
Logan,Chapmanville Regional High School,200 Vance Street ,Chapmanville,25508,"200 Vance Street , Chapmanville, WV, 25508","-82.02193869999999, 37.9758979"
Logan,Chapmanville East Elementary School,P.o. Box 340 ,Chapmanville,25508,"P.o. Box 340 , Chapmanville, WV, 25508",
Logan,Logan Middle School,14 Wildcat Way ,Logan,25601,"14 Wildcat Way , Logan, WV, 25601","-81.9959825, 37.8503511"
Logan,Man Middle School,Box 390 ,Mallory,25634,"Box 390 , Mallory, WV, 25634",
Logan,West Chapmanville Elementary School,100 Vance Street Box 310,Chapmanville,25508,"100 Vance Street Box 310, Chapmanville, WV, 25508",
Logan,South Man Elementary School,301 East Mcdonald Avenue ,Man,25635,"301 East Mcdonald Avenue , Man, WV, 25635","-81.8766558, 37.7386318"
Logan,Ralph R. Willis Vocational Center,Three Mile Curve Po Box 1747,Logan,25601,"Three Mile Curve Po Box 1747, Logan, WV, 25601","-81.9426074, 37.8268911"
Logan,Justice Elementary School,407 Circle Dirve ,Logan,25601,"407 Circle Dirve , Logan, WV, 25601","-81.9933508, 37.8953677"
Logan,Logan Senior High School,1 Wildcat Way ,Logan,25601,"1 Wildcat Way , Logan, WV, 25601","-81.99550169999999, 37.8518548"
Logan,Holden Central Elementary School,Box M ,Holden,25625,"Box M , Holden, WV, 25625",
Marion,Monongah Middle School,550 Camden Avenue ,Monongah,26554,"550 Camden Avenue , Monongah, WV, 26554","-80.2178929, 39.4619286"
Marion,East Dale Elementary School,Rt.3  57 East Dale Road ,Fairmont,26554,"Rt.3  57 East Dale Road , Fairmont, WV, 26554","-80.09589489999999, 39.49327419999999"
Marion,Fairview Middle School,17 Jesses Run Road ,Fairview,26570,"17 Jesses Run Road , Fairview, WV, 26570","-80.2527099, 39.592258"
Marion,Barrackville Elementary/Middle School,P O Box 150 509 Pike Street,Barrackville,26559,"P O Box 150 509 Pike Street, Barrackville, WV, 26559","-80.167157, 39.5042556"
Marion,Marion County Technical Center,2 North Marion Drive Route 250 North,Farmington,26571,"2 North Marion Drive Route 250 North, Farmington, WV, 26571","-80.3000291, 39.5117126"
Marion,White Hall Elementary School,38 Emerald Lane ,White Hall,26554,"38 Emerald Lane , White Hall, WV, 26554","-80.1767826, 39.4189844"
Marion,North Marion High School,1 North Marion Drive ,Farmington,26571,"1 North Marion Drive , Farmington, WV, 26571","-80.30161199999999, 39.512022"
Marion,Pleasant Valley Elementary School,1858 Valley School Road ,Pleasant Valley,26554,"1858 Valley School Road , Pleasant Valley, WV, 26554","-80.144477, 39.459"
Marion,East Fairmont High School,1993 Airport Road ,Fairmont,26554,"1993 Airport Road , Fairmont, WV, 26554","-80.15646459999999, 39.451003"
Marion,Jayenne Elementary School,1504 Country Club Road ,Fairmont,26554,"1504 Country Club Road , Fairmont, WV, 26554","-80.1769405, 39.4730426"
Marion,West Fairmont Middle School,1010 Tenth Street ,Fairmont,26554,"1010 Tenth Street , Fairmont, WV, 26554","-80.1506868, 39.4700756"
Marion,East Park Elementary School,1025 Fairfax Street ,Fairmont,26554,"1025 Fairfax Street , Fairmont, WV, 26554","-80.1218779, 39.4815002"
Marion,Mannington Middle School,113 Clarksburg Street ,Mannington,26582,"113 Clarksburg Street , Mannington, WV, 26582","-80.34455, 39.529531"
Marion,Rivesville Elementary/Middle School,229 Phillips Avenue ,Rivesville,26588,"229 Phillips Avenue , Rivesville, WV, 26588","-80.12819209999999, 39.5317529"
Marion,Blackshere Elementary School,77 Blackshere Drive ,Mannington,26582,"77 Blackshere Drive , Mannington, WV, 26582","-80.321513, 39.522108"
Marion,Marion Co Adult And Community Ed Center,601 Locust Ave. ,Fairmont,26554,"601 Locust Ave. , Fairmont, WV, 26554","-80.1542276, 39.4837654"
Marion,Barnes Learning Center (Alc),100 Naomi Street ,Fairmont,26554,"100 Naomi Street , Fairmont, WV, 26554","-80.137014, 39.5011709"
Marion,Watson Elementary School,1579 Mary Lou Retton Dr ,Fairmont,26554,"1579 Mary Lou Retton Dr , Fairmont, WV, 26554","-80.1666678, 39.4620476"
Marion,Fairmont Senior High School,Loop Park Drive ,Fairmont,26554,"Loop Park Drive , Fairmont, WV, 26554","-80.1571422, 39.4789039"
Marion,Monongah Elementary School,628 Walnut Street ,Monongah,26554,"628 Walnut Street , Monongah, WV, 26554","-80.221461, 39.4636691"
Marion,East Fairmont Middle School,221 Mason Street,Fairmont,26554,"221 Mason Street, Fairmont, WV, 26554","-80.13091759999999, 39.480476"
